@relation 'train-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21-weka.filters.supervised.attribute.Discretize-Y-Rfirst-last-precision6-weka.filters.unsupervised.attribute.Remove-R2-4,9,12,14-19'

@attribute State {WI,NY,KY,CT,OR,NM,NC,AL,NV,AR,TN,OH,MO,ND,LA,IL,SD,PA,UT,VT,IA,WV,WA,AK,HI,DC,OK,AZ,NE,RI,GA,WY,TX,VA,MN,IN,ME,MS,DE,MI,MA,SC,MD,MT,KS,CO,NJ,FL,ID,NH,CA}
@attribute 'Intl Plan' {no,yes}
@attribute 'VMail Plan' {yes,no}
@attribute 'VMail Message' {'\'B1of2\'','\'B2of2\''}
@attribute 'Day Mins' {'\'B1of4\'','\'B2of4\'','\'B3of4\'','\'B4of4\''}
@attribute 'Day Charge' {'\'B1of4\'','\'B2of4\'','\'B3of4\'','\'B4of4\''}
@attribute 'Eve Mins' {'\'B1of2\'','\'B2of2\''}
@attribute 'Eve Charge' {'\'B1of2\'','\'B2of2\''}
@attribute 'CustServ Calls' {'\'B1of2\'','\'B2of2\''}
@attribute Churn? {False.,True.}

@data
MT,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
NY,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
NE,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
MA,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
MA,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
WA,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B2of2\'',True.
KS,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
VT,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
MN,no,no,'\'B1of2\'','\'B2of4\'','\'B2of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
ND,yes,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
CO,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
VA,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
WA,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
NJ,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
KS,yes,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
FL,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
NY,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B2of2\'',True.
MS,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B2of2\'',True.
AZ,no,no,'\'B1of2\'','\'B2of4\'','\'B2of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
VA,yes,no,'\'B1of2\'','\'B2of4\'','\'B2of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
CT,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
NV,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B2of2\'',True.
KY,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
PA,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
RI,yes,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
AL,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
NJ,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
AR,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B2of2\'',True.
MS,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
WY,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
NJ,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
CO,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
NV,yes,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
OK,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B2of2\'',True.
WY,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
FL,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
MA,yes,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
MS,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
IN,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B2of2\'',True.
DE,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
MT,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B2of2\'',True.
MO,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
UT,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
SC,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B2of2\'',True.
AL,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
OR,yes,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
DC,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
MA,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
GA,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
OK,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
NV,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B2of2\'',True.
VT,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
MA,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
MT,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B2of2\'',True.
MD,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B2of2\'',True.
WA,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B2of2\'',True.
GA,yes,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
AZ,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
SD,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
AR,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B2of2\'',True.
WA,yes,no,'\'B1of2\'','\'B2of4\'','\'B2of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
WV,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
VT,yes,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B2of2\'',True.
WA,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
NJ,no,yes,'\'B2of2\'','\'B2of4\'','\'B2of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
WA,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
NH,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
MS,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
NJ,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B2of2\'',True.
CO,yes,no,'\'B1of2\'','\'B2of4\'','\'B2of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
NY,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
UT,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
IL,yes,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
CT,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
NC,yes,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
CO,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B2of2\'',True.
MN,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
PA,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
FL,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
DE,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
ME,yes,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
DE,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
NV,no,no,'\'B1of2\'','\'B2of4\'','\'B2of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
OR,no,no,'\'B1of2\'','\'B2of4\'','\'B2of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
OK,no,no,'\'B1of2\'','\'B4of4\'','\'B4of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
CA,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B2of2\'',True.
IN,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B2of2\'',True.
VT,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B2of2\'',True.
ND,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
NV,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
MN,no,no,'\'B1of2\'','\'B4of4\'','\'B4of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
AR,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
ME,yes,yes,'\'B2of2\'','\'B3of4\'','\'B3of4\'','\'B1of2\'','\'B1of2\'','\'B2of2\'',True.
CT,no,no,'\'B1of2\'','\'B2of4\'','\'B2of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
OH,yes,no,'\'B1of2\'','\'B4of4\'','\'B4of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
MT,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
HI,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
MA,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
MD,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
MI,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
NV,yes,yes,'\'B2of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
AZ,yes,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
ID,yes,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
VT,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
NC,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
MD,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
CA,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
MS,yes,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
MT,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B2of2\'',True.
KY,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B2of2\'',True.
MT,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
OR,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
CT,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
NY,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B2of2\'',True.
MN,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
CT,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B2of2\'',True.
ND,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
VT,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
AL,yes,yes,'\'B2of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
RI,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
OK,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
IN,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B2of2\'',True.
MT,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
MI,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
MI,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
OR,no,no,'\'B1of2\'','\'B2of4\'','\'B2of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
NJ,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
MN,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B2of2\'',True.
MT,yes,no,'\'B1of2\'','\'B2of4\'','\'B2of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
OR,no,no,'\'B1of2\'','\'B2of4\'','\'B2of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
OK,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
SC,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
CO,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
CA,no,no,'\'B1of2\'','\'B2of4\'','\'B2of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
WI,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
AR,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B2of2\'',True.
LA,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
MS,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
KS,no,no,'\'B1of2\'','\'B4of4\'','\'B4of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
IA,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B2of2\'',True.
WY,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
ID,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
HI,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
GA,yes,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
NJ,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
NY,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B2of2\'',True.
TX,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
KY,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B2of2\'',True.
FL,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
OR,no,no,'\'B1of2\'','\'B2of4\'','\'B2of4\'','\'B2of2\'','\'B2of2\'','\'B2of2\'',True.
NH,no,yes,'\'B2of2\'','\'B4of4\'','\'B4of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
FL,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
KY,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
IN,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
PA,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
MD,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
IL,yes,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
TX,yes,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
MI,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B2of2\'',True.
CA,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
MN,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B2of2\'',True.
MT,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
MA,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
KS,no,no,'\'B1of2\'','\'B2of4\'','\'B2of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
NE,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
MI,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B2of2\'',True.
NC,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
CO,no,no,'\'B1of2\'','\'B4of4\'','\'B4of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
AK,yes,no,'\'B1of2\'','\'B2of4\'','\'B2of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
NV,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
MO,no,no,'\'B1of2\'','\'B2of4\'','\'B2of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
NJ,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
KS,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
TN,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
ND,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
SC,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
VA,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
MN,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
ME,yes,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B2of2\'',True.
OR,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
MO,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B2of2\'',True.
KS,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
KS,yes,no,'\'B1of2\'','\'B2of4\'','\'B2of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
UT,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B2of2\'',True.
SD,yes,no,'\'B1of2\'','\'B2of4\'','\'B2of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
AR,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B2of2\'',True.
NC,no,no,'\'B1of2\'','\'B4of4\'','\'B4of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
KS,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
FL,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B2of2\'',True.
IL,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
NV,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
CA,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B2of2\'',True.
MD,yes,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
MD,yes,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',True.
CO,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B2of2\'',True.
NJ,no,no,'\'B1of2\'','\'B2of4\'','\'B2of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
TN,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B2of2\'',True.
IN,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B2of2\'',True.
TX,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
MI,yes,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
MI,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',True.
TX,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B2of2\'',True.
